GCIN,period,n_days,nse,kge,bias_ratio
18,pre,2272,0.33646961108721263,0.25138660153677683,0.6279128819679249
19,post,2925,0.6750581470822179,0.7567331632850638,1.167411217739025
19,pre,2956,0.5644683759987669,0.67151992760012,1.256185586810189
20,post,2671,0.5511483491176479,0.6022089006453377,0.6905330371370121
20,pre,1301,0.48990191570561403,0.6346767267664168,0.7518718156410966
21,post,2262,0.4141169776085042,0.6200441944200071,1.1364427789479894
21,pre,2174,-0.1734964655877913,0.26954288972770546,1.3250614336259054
22,post,2834,-0.06950279254336555,-0.5890164890011225,0.06664990795459574
22,pre,2188,-0.010859601115847495,-0.47140878093236593,0.06199931469998776
23,post,2851,-0.2734673976513462,-1.7102916352529318,3.4156492149541737
23,pre,2091,-0.005919580012907266,-0.36089922753813464,1.4794572021226218
24,post,242,0.2789021024845274,0.3146365409790399,0.46777018952559457
24,pre,132,0.3078664917227436,0.30603319192502865,0.5060798450921471
25,post,3451,-6.82214927182133,-1.8007913574089929,3.0693133533234422
25,pre,5158,-2.914256852368635,-0.8958932543386431,2.3831785499709475
26,post,4010,0.5793432707010342,0.7576501375793359,1.139411335362614
26,pre,3368,0.5723400786737817,0.7185898220004261,1.191888590946343
27,post,1746,-12.248826631213296,-4.211951295690101,5.5562985733914925
27,pre,1310,-5.322150528010725,-3.149320861015915,4.858157828526563
28,post,4311,0.43054555096935376,0.714654541710597,1.0076740863258646
28,pre,6006,0.38684546134537157,0.7033178716961377,1.0328924494625251
29,post,4193,-0.6336920230007868,-0.060068977881753804,1.7695249866863998
29,pre,3931,-0.6466925982185652,-0.059748973130989036,1.744725363522574
30,post,4302,0.6510922381102207,0.7474540782226631,1.0680204884873967
30,pre,6100,0.5929366183190075,0.7617834520774873,1.090954532008027
31,post,3881,0.46446688370188616,0.6140954612377088,1.2966420276131603
31,pre,5391,0.5010826368719841,0.6154057480164442,1.3193287075913152
32,post,4285,0.5267954684430292,0.5069908100627962,0.7095778797221647
32,pre,6368,0.4507142850430772,0.48412394226314504,0.7105638436887118
33,post,4205,0.5633788349450846,0.7546080156893764,1.112759893369778
33,pre,2932,0.4827846264520348,0.5993573673848596,1.3021729424522217
34,post,3863,0.41562965903672044,0.7129988831992067,0.9557440464464095
34,pre,3463,0.5111440141804275,0.7611319651548868,0.9886951401398283
35,post,2820,0.6169259229492423,0.7548991771167923,0.8582419030196214
35,pre,1833,0.5689099650321195,0.7825846799026047,1.0205848292866557
36,post,3580,0.3392909420153215,0.6874533968421994,0.9846096847853277
36,pre,3015,0.5184129823696753,0.7554314455674092,1.0752510982235264
37,post,2755,0.1603350812550779,0.4426061914378412,1.3375578333727058
37,pre,2744,0.22670225583482828,0.46146031977839375,1.3275159693691967
38,post,3318,0.6038441236781682,0.4760730692412839,0.6384683398987983
38,pre,5850,0.5107229595664731,0.5528712623052692,0.6855894747867549
39,post,3604,0.644179716377634,0.7362757164995961,0.8431275144317584
39,pre,4295,0.5425382128712046,0.7573016352998254,0.9179031525510452
40,post,3378,0.23979574370025802,0.4739361464816184,1.2536417728483147
40,pre,3661,0.2941161276478236,0.48779266553011946,1.3202525696390257
41,post,4267,0.6037586824394529,0.67260112336496,0.9378371999900742
41,pre,3665,0.6370577085650948,0.7481313567041135,0.9105156997891993
42,post,3531,0.41981506545946556,0.6663499288364876,0.8474539224286683
42,pre,3806,0.47653792420807684,0.6502091985847441,0.8239661063846266
43,post,4443,0.6403347133627197,0.7568908842147818,0.9404617310487192
43,pre,4400,0.6215525762675241,0.783105937377024,1.0002577648236612
44,post,3016,0.5484310536590442,0.720594443526337,0.8222807629983366
44,pre,3110,0.5931456184222517,0.7512105322647973,0.8430463678457495
45,post,3198,0.5777563144257926,0.7109203067715624,0.9831406917503539
45,pre,2470,0.5261793958933492,0.7259681342007935,0.9647690959795082
46,post,3574,0.17136397729542518,0.2995445348669775,1.5791693736536527
46,pre,4538,0.039346201988271434,0.3883660718361337,1.426122030087876
